0,Id,IdType,description
Mapoly0061s0107,GO:0003677 KOG0483 PF00046 PF08670 PTHR24326:SF156 PF01852 PTHR24326 GO:0008289 K09338,GO KOG PFAM PFAM PANTHER PFAM PANTHER GO KEGGORTH,"DNA binding Transcription factor HEX, contains HOX and HALZ domains Homeobox domain MEKHLA domain nan START domain FAMILY NOT NAMED lipid binding homeobox-leucine zipper protein"
Mapoly0061s0111,GO:0016020 PTHR11689:SF74 PF00571 KOG0474 GO:0006821 PF00654 GO:0055085 GO:0005247 GO:0030554 PTHR11689,GO PANTHER PFAM KOG GO PFAM GO GO GO PANTHER,membrane nan CBS domain Cl- channel CLC-7 and related proteins (CLC superfamily) chloride transport Voltage gated chloride channel transmembrane transport voltage-gated chloride channel activity adenyl nucleotide binding CHLORIDE CHANNEL
Mapoly0061s0113,PTHR12692 PF04756 KOG2603 PTHR12692:SF0,PANTHER PFAM KOG PANTHER,"DOLICHYL-DIPHOSPHOOLIGOSACCHARIDE--PROTEIN GLYCOSYLTRANSFERASE-RELATED OST3 / OST6 family Oligosaccharyltransferase, gamma subunit SUBFAMILY NOT NAMED"
Mapoly0061s0115,PTHR23079 GO:0003968 PTHR23079:SF1 KOG0988 PF05183,PANTHER GO PANTHER KOG PFAM,RNA-DEPENDENT RNA POLYMERASE RNA-directed RNA polymerase activity RNA-DEPENDENT RNA POLYMERASE RNA-directed RNA polymerase QDE-1 required for posttranscriptional gene silencing and RNA interference RNA dependent RNA polymerase
Mapoly0061s0116,PTHR10949 PF04055 GO:0051539 K03644 2.8.1.8 KOG2672 GO:0003824 GO:0009107 GO:0051536 GO:0016992,PANTHER PFAM GO KEGGORTH EC KOG GO GO GO GO,"LIPOYL SYNTHASE Radical SAM superfamily 4 iron, 4 sulfur cluster binding lipoic acid synthetase [EC:2.8.1.8] Lipoyl synthase. Lipoate synthase catalytic activity lipoate biosynthetic process iron-sulfur cluster binding lipoate synthase activity"
Mapoly0061s0118,K02693 PF02427 GO:0009538 GO:0009522 GO:0015979,KEGGORTH PFAM GO GO GO,photosystem I subunit IV Photosystem I reaction centre subunit IV / PsaE photosystem I reaction center photosystem I photosynthesis
Mapoly0061s0120,PTHR13269 PTHR13269:SF6 PF09531,PANTHER PANTHER PFAM,UNCHARACTERIZED SUBFAMILY NOT NAMED Nucleoporin protein Ndc1-Nup
Mapoly0061s0121,GO:0005515 PF13639 GO:0008270 PTHR22764,GO PFAM GO PANTHER,protein binding Ring finger domain zinc ion binding RING FINGER DOMAIN-CONTAINING
Mapoly0061s0123,GO:0005515 PTHR19846 KOG0272 K12662 PF00400 PF08799,GO PANTHER KOG KEGGORTH PFAM PFAM,"protein binding WD40 REPEAT PROTEIN U4/U6 small nuclear ribonucleoprotein Prp4 (contains WD40 repeats) U4/U6 small nuclear ribonucleoprotein PRP4 WD domain, G-beta repeat pre-mRNA processing factor 4 (PRP4) like"
Mapoly0061s0124,PF03177 PTHR13405:SF11 K14300 PF08801 PTHR13405,PFAM PANTHER KEGGORTH PFAM PANTHER,Non-repetitive/WGA-negative nucleoporin C-terminal nan nuclear pore complex protein Nup133 Nup133 N terminal like FAMILY NOT NAMED
Mapoly0061s0125,PTHR11158 KOG3336 PTHR11158:SF17 PF04707,PANTHER KOG PANTHER PFAM,MSF1/PX19 RELATED Predicted member of the intramitochondrial sorting protein family SUBFAMILY NOT NAMED PRELI-like family
Mapoly0061s0127,GO:0006808 PF00543 GO:0030234 PTHR30115:SF11 PTHR30115,GO PFAM GO PANTHER PANTHER,regulation of nitrogen utilization Nitrogen regulatory protein P-II enzyme regulator activity nan NITROGEN REGULATORY PROTEIN P-II
Mapoly0061s0128,GO:0008270 KOG1609 PF12906 PTHR23012:SF54 PTHR23012,GO KOG PFAM PANTHER PANTHER,zinc ion binding Protein involved in mRNA turnover and stability RING-variant domain nan MEMBRANE ASSOCIATED RING FINGER
Mapoly0061s0132,PF00225 GO:0005524 PTHR24115 GO:0005871 GO:0007018 GO:0008017 PTHR24115:SF331 GO:0003777 KOG0246 K10393,PFAM GO PANTHER GO GO GO PANTHER GO KOG KEGGORTH,Kinesin motor domain ATP binding FAMILY NOT NAMED kinesin complex microtubule-based movement microtubule binding nan microtubule motor activity Kinesin-like protein kinesin family member 2/24
Mapoly0061s0133,PTHR15885,PANTHER,UNCHARACTERIZED
Mapoly0061s0134,PTHR12687 KOG2256 PF03715 PTHR12687:SF4,PANTHER KOG PFAM PANTHER,NUCLEOLAR COMPLEX 2 AND RAD4-RELATED Predicted protein involved in nuclear export of pre-ribosomes Noc2p family YEAST NUCLEOLAR COMPLEX 2
Mapoly0061s0136,PTHR11807:SF11 PTHR11807 PF01171,PANTHER PANTHER PFAM,nan ATPASES OF THE PP SUPERFAMILY-RELATED PP-loop family
Mapoly0061s0137,PF00149 PTHR22953:SF15 PF14008 GO:0016787 PTHR22953 KOG1378,PFAM PANTHER PFAM GO PANTHER KOG,Calcineurin-like phosphoesterase nan Iron/zinc purple acid phosphatase-like protein C hydrolase activity ACID PHOSPHATASE RELATED Purple acid phosphatase
Mapoly0061s0138,GO:0009055 K03521 KOG3180 PF01012 PTHR21294,GO KEGGORTH KOG PFAM PANTHER,"electron carrier activity electron transfer flavoprotein beta subunit Electron transfer flavoprotein, beta subunit Electron transfer flavoprotein domain ELECTRON TRANSFER FLAVOPROTEIN BETA-SUBUNIT"
Mapoly0061s0139,PTHR13420:SF0 KOG3276 K09131 PTHR13420 PF02594,PANTHER KOG KEGGORTH PANTHER PFAM,"SUBFAMILY NOT NAMED Uncharacterized conserved protein, contains YggU domain hypothetical protein UNCHARACTERIZED Uncharacterised ACR, YggU family COG1872"
Mapoly0061s0140,KOG2972 PTHR12532:SF0 PTHR12532 PF01709,KOG PANTHER PANTHER PFAM,Uncharacterized conserved protein SUBFAMILY NOT NAMED UNCHARACTERIZED Transcriptional regulator
Mapoly0062s0001,PF01661 PTHR11106,PFAM PANTHER,Macro domain GANGLIOSIDE INDUCED DIFFERENTIATION ASSOCIATED PROTEIN 2-RELATED
Mapoly0062s0003,K10580 PTHR24067 GO:0016881 PTHR24067:SF79 6.3.2.19 KOG0417 PF00179,KEGGORTH PANTHER GO PANTHER EC KOG PFAM,ubiquitin-conjugating enzyme E2 N [EC:6.3.2.19] UBIQUITIN-CONJUGATING ENZYME E2 acid-amino acid ligase activity nan Ubiquitin--protein ligase. Ubiquitin-protein ligase Ubiquitin-conjugating enzyme
Mapoly0062s0004,PF04832 PTHR11220,PFAM PANTHER,SOUL heme-binding protein HEME-BINDING PROTEIN-RELATED
Mapoly0062s0005,PTHR31676 PF04398,PANTHER PFAM,"FAMILY NOT NAMED Protein of unknown function, DUF538"
Mapoly0062s0006,PTHR24089 PF00153 KOG0760 PTHR24089:SF261,PANTHER PFAM KOG PANTHER,FAMILY NOT NAMED Mitochondrial carrier protein Mitochondrial carrier protein MRS3/4 nan
Mapoly0062s0007,PTHR11564:SF16 PF00448 KOG0781 GO:0005785 GO:0006184 K13431 GO:0005047 GO:0003924 GO:0006886 GO:0006614 PF04086 PF02881 GO:0005525 PTHR11564,PANTHER PFAM KOG GO GO KEGGORTH GO GO GO GO PFAM PFAM GO PANTHER,"nan SRP54-type protein, GTPase domain Signal recognition particle receptor, alpha subunit signal recognition particle receptor complex GTP catabolic process signal recognition particle receptor subunit alpha signal recognition particle binding GTPase activity intracellular protein transport SRP-dependent cotranslational protein targeting to membrane Signal recognition particle, alpha subunit, N-terminal SRP54-type protein, helical bundle domain GTP binding GTPASE CONTAINING FAMILY OF SIGNAL RECOGNITION PARTICLE PROTEINS"
Mapoly0062s0008,PF02295 GO:0003723 GO:0003726,PFAM GO GO,Adenosine deaminase z-alpha domain RNA binding double-stranded RNA adenosine deaminase activity
Mapoly0062s0010,PTHR11693 PTHR11693:SF22 PF00231 3.6.3.14 GO:0046933 GO:0046961 GO:0045261 GO:0015986 K02136 KOG1531,PANTHER PANTHER PFAM EC GO GO GO GO KEGGORTH KOG,"ATP SYNTHASE GAMMA CHAIN ATP SYNTHASE GAMMA SUBUNIT ATP synthase H(+)-transporting two-sector ATPase. proton-transporting ATP synthase activity, rotational mechanism proton-transporting ATPase activity, rotational mechanism proton-transporting ATP synthase complex, catalytic core F(1) ATP synthesis coupled proton transport F-type H+-transporting ATPase subunit gamma [EC:3.6.3.14] F0F1-type ATP synthase, gamma subunit"
Mapoly0062s0011,KOG2654 K13106 PTHR31809 PF09736,KOG KEGGORTH PANTHER PFAM,Uncharacterized conserved protein pre-mRNA-splicing factor CWC26 FAMILY NOT NAMED Pre-mRNA-splicing factor of RES complex
Mapoly0062s0012,PTHR31279:SF3 PF04674 PTHR31279,PANTHER PFAM PANTHER,nan Phosphate-induced protein 1 conserved region FAMILY NOT NAMED
Mapoly0062s0015,PTHR31279:SF3 PF04674 PTHR31279,PANTHER PFAM PANTHER,nan Phosphate-induced protein 1 conserved region FAMILY NOT NAMED
Mapoly0062s0016,PTHR31279:SF3 PF04674 PTHR31279,PANTHER PFAM PANTHER,nan Phosphate-induced protein 1 conserved region FAMILY NOT NAMED
Mapoly0062s0017,PTHR31279:SF3 PF04674 PTHR31279,PANTHER PFAM PANTHER,nan Phosphate-induced protein 1 conserved region FAMILY NOT NAMED
Mapoly0062s0021,PTHR31279:SF3 PF04674 PTHR31279,PANTHER PFAM PANTHER,nan Phosphate-induced protein 1 conserved region FAMILY NOT NAMED
Mapoly0062s0022,PTHR31279:SF3 PF04674 PTHR31279,PANTHER PFAM PANTHER,nan Phosphate-induced protein 1 conserved region FAMILY NOT NAMED
Mapoly0062s0024,PTHR31279:SF3 PF04674 PTHR31279,PANTHER PFAM PANTHER,nan Phosphate-induced protein 1 conserved region FAMILY NOT NAMED
Mapoly0062s0025,PTHR10110 KOG1965 GO:0015299 PTHR10110:SF86 GO:0016021 GO:0055085 GO:0006812 PF00027 PF00999,PANTHER KOG GO PANTHER GO GO GO PFAM PFAM,SODIUM/HYDROGEN EXCHANGER Sodium/hydrogen exchanger protein solute:hydrogen antiporter activity nan integral to membrane transmembrane transport cation transport Cyclic nucleotide-binding domain Sodium/hydrogen exchanger family
Mapoly0062s0026,GO:0008060 PTHR23180 GO:0008270 GO:0032312 PF01412,GO PANTHER GO GO PFAM,ARF GTPase activator activity CENTAURIN/ARF zinc ion binding regulation of ARF GTPase activity Putative GTPase activating protein for Arf
Mapoly0062s0027,PTHR12265 KOG2521 PF05705 PTHR12265:SF3,PANTHER KOG PFAM PANTHER,UNCHARACTERIZED Uncharacterized conserved protein Eukaryotic protein of unknown function (DUF829) SUBFAMILY NOT NAMED
Mapoly0062s0028,PF05096 PTHR31270:SF0 PTHR31270,PFAM PANTHER PANTHER,Glutamine cyclotransferase SUBFAMILY NOT NAMED FAMILY NOT NAMED
Mapoly0062s0029,KOG1982 PF08652 PTHR12395:SF9 PTHR12395,KOG PFAM PANTHER PANTHER,"Nuclear 5'-3' exoribonuclease-interacting protein, Rai1p RAI1 like PD-(D/E)XK nuclease SUBFAMILY NOT NAMED DOM-3 RELATED"
Mapoly0062s0033,PTHR24412 GO:0005515 PF01344,PANTHER GO PFAM,FAMILY NOT NAMED protein binding Kelch motif
Mapoly0062s0036,GO:0016020 GO:0005245 PTHR10037 PF00520 GO:0055085 GO:0006811 PTHR10037:SF92 GO:0005216,GO GO PANTHER PFAM GO GO PANTHER GO,membrane voltage-gated calcium channel activity VOLTAGE-GATED CATION CHANNEL (CALCIUM AND SODIUM) Ion transport protein transmembrane transport ion transport SODIUM CHANNEL PROTEIN TYPE III ALPHA SUBUNIT-RELATED ion channel activity
Mapoly0062s0037,PF09764 KOG3261 PTHR13035 PTHR13035:SF0 GO:0016811,PFAM KOG PANTHER PANTHER GO,"N-terminal glutamine amidase Uncharacterized conserved protein UNCHARACTERIZED SUBFAMILY NOT NAMED hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"
Mapoly0062s0039,PTHR10108:SF243 PF13450 PF02353 PTHR10108 GO:0008610 K00574 2.1.1.79,PANTHER PFAM PFAM PANTHER GO KEGGORTH EC,METHYLTRANSFERASE NAD(P)-binding Rossmann-like domain Mycolic acid cyclopropane synthetase METHYLTRANSFERASE lipid biosynthetic process cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79] Cyclopropane-fatty-acyl-phospholipid synthase.
Mapoly0062s0041,GO:0055114 PF00175 PTHR19384 GO:0016491 PF00970 PTHR19384:SF67 1.18.1.2 K02641,GO PFAM PANTHER GO PFAM PANTHER EC KEGGORTH,oxidation-reduction process Oxidoreductase NAD-binding domain FLAVODOXIN-RELATED oxidoreductase activity Oxidoreductase FAD-binding domain nan Ferredoxin--NADP(+) reductase. ferredoxin--NADP+ reductase [EC:1.18.1.2]
Mapoly0062s0042,GO:0015684 PF02421 PTHR11702 GO:0015093 GO:0016021 PTHR11702:SF4 PF06858 GO:0005525,GO PFAM PANTHER GO GO PANTHER PFAM GO,ferrous iron transport Ferrous iron transport protein B DEVELOPMENTALLY REGULATED GTP-BINDING PROTEIN-RELATED ferrous iron transmembrane transporter activity integral to membrane NUCLEOLAR GTP-BINDING PROTEIN 1 Nucleolar GTP-binding protein 1 (NOG1) GTP binding
Mapoly0062s0043,PF00782 PTHR10159:SF293 K14165 GO:0006470 KOG1716 PTHR10159 3.1.3.16 GO:0008138 3.1.3.48,PFAM PANTHER KEGGORTH GO KOG PANTHER EC GO EC,"Dual specificity phosphatase, catalytic domain nan dual specificity phosphatase [EC:3.1.3.16 3.1.3.48] protein dephosphorylation Dual specificity phosphatase DUAL SPECIFICITY PROTEIN PHOSPHATASE Phosphoprotein phosphatase. protein tyrosine/serine/threonine phosphatase activity Protein-tyrosine-phosphatase."
Mapoly0062s0045,PTHR23130:SF71 GO:0016021 PTHR23130 PF03188,PANTHER GO PANTHER PFAM,nan integral to membrane FAMILY NOT NAMED Eukaryotic cytochrome b561
Mapoly0062s0046,PTHR12203 KOG2458 PF05686,PANTHER KOG PFAM,"KDEL (LYS-ASP-GLU-LEU) CONTAINING - RELATED Endoplasmic reticulum protein EP58, contains filamin rod domain and KDEL motif Glycosyl transferase family 90"
Mapoly0062s0047,GO:0005199 GO:0009664 PF14368 PTHR23201 PF04554,GO GO PFAM PANTHER PFAM,"structural constituent of cell wall plant-type cell wall organization Probable lipid transfer EXTENSIN, PROLINE-RICH PROTEIN Extensin-like region"
Mapoly0062s0048,GO:0005199 GO:0009664 PF14368 PTHR23201 PF04554,GO GO PFAM PANTHER PFAM,"structural constituent of cell wall plant-type cell wall organization Probable lipid transfer EXTENSIN, PROLINE-RICH PROTEIN Extensin-like region"
Mapoly0062s0049,GO:0005199 GO:0009664 PF14368 PF04554,GO GO PFAM PFAM,structural constituent of cell wall plant-type cell wall organization Probable lipid transfer Extensin-like region
Mapoly0062s0050,GO:0005199 GO:0009664 PF14368 PTHR23201 PF04554,GO GO PFAM PANTHER PFAM,"structural constituent of cell wall plant-type cell wall organization Probable lipid transfer EXTENSIN, PROLINE-RICH PROTEIN Extensin-like region"
Mapoly0062s0051,GO:0005199 GO:0009664 PF14368 PF04554,GO GO PFAM PFAM,structural constituent of cell wall plant-type cell wall organization Probable lipid transfer Extensin-like region
Mapoly0062s0059,PTHR23155:SF402 PTHR23155 GO:0043531 PF00931,PANTHER PANTHER GO PFAM,nan LEUCINE-RICH REPEAT-CONTAINING PROTEIN ADP binding NB-ARC domain
Mapoly0062s0062,KOG2382 PTHR10992 PF12697 PTHR10992:SF696,KOG PANTHER PFAM PANTHER,Predicted alpha/beta hydrolase ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN Alpha/beta hydrolase family nan
Mapoly0062s0064,KOG4001 PF10211 K10410 PTHR13183,KOG PFAM KEGGORTH PANTHER,"Axonemal dynein light chain Axonemal dynein light chain dynein light intermediate chain, axonemal AXONEMAL INNER ARM DYNEIN LIGHT CHAIN 28"
Mapoly0062s0065,GO:0005524 PTHR24031:SF96 PF00270 PF00271 PTHR24031 GO:0003676 KOG0346,GO PANTHER PFAM PFAM PANTHER GO KOG,ATP binding LOC553462 PROTEIN (FRAGMENT) DEAD/DEAH box helicase Helicase conserved C-terminal domain FAMILY NOT NAMED nucleic acid binding RNA helicase
Mapoly0062s0067,GO:0008168 PTHR10108 PTHR10108:SF772 PF03141,GO PANTHER PANTHER PFAM,methyltransferase activity METHYLTRANSFERASE nan Putative S-adenosyl-L-methionine-dependent methyltransferase
Mapoly0062s0069,PF13812 PTHR24015 PF13041 PTHR24015:SF307,PFAM PANTHER PFAM PANTHER,Pentatricopeptide repeat domain FAMILY NOT NAMED PPR repeat family nan
Mapoly0062s0073,KOG4172 PTHR22763:SF3 GO:0005515 PF13639 GO:0008270 PTHR22763,KOG PANTHER GO PFAM GO PANTHER,Predicted E3 ubiquitin ligase gb def: Hypothetical protein T5P19_230 protein binding Ring finger domain zinc ion binding RING ZINC FINGER PROTEIN
Mapoly0062s0074,KOG4742 GO:0006032 GO:0004568 PTHR22595 GO:0016998 PF00182,KOG GO GO PANTHER GO PFAM,Predicted chitinase chitin catabolic process chitinase activity CHITINASE-RELATED cell wall macromolecule catabolic process Chitinase class I
Mapoly0062s0075,PTHR12103:SF12 PTHR12103 PF05761 KOG2470,PANTHER PANTHER PFAM KOG,"PREDICTED: HYPOTHETICAL PROTEIN, PARTIAL CYTOSOLIC PURINE 5-NUCLEOTIDASE-RELATED 5' nucleotidase family Similar to IMP-GMP specific 5'-nucleotidase"
Mapoly0062s0076,PF00687 GO:0055114 KOG2451 PTHR11699:SF108 GO:0016491 GO:0008152 PTHR11699 PF00171,PFAM GO KOG PANTHER GO GO PANTHER PFAM,Ribosomal protein L1p/L10e family oxidation-reduction process Aldehyde dehydrogenase nan oxidoreductase activity metabolic process ALDEHYDE DEHYDROGENASE-RELATED Aldehyde dehydrogenase family
Mapoly0062s0077,GO:0016020 PF02714 PF14703 PF13967 KOG1134 PTHR13018 PTHR13018:SF37,GO PFAM PFAM PFAM KOG PANTHER PANTHER,"membrane Domain of unknown function DUF221 Domain of unknown function (DUF4463) Late exocytosis, associated with Golgi transport Uncharacterized conserved protein PROBABLE MEMBRANE PROTEIN DUF221-RELATED nan"
Mapoly0062s0083,GO:0003677 PTHR15348:SF0 PF01388 KOG2744 GO:0005622 PTHR15348,GO PANTHER PFAM KOG GO PANTHER,DNA binding SUBFAMILY NOT NAMED ARID/BRIGHT DNA binding domain DNA-binding proteins Bright/BRCAA1/RBP1 and related proteins containing BRIGHT domain intracellular AT-RICH INTERACTIVE DOMAIN-CONTAINING PROTEIN (ARID DOMAIN- CONTAINING PROTEIN) (DEAD RINGER PROTEIN) (B-CELL REGULATOR OF IGH TRANSCRIPTION) (BRIGHT)
Mapoly0062s0085,PTHR11693 PTHR11693:SF22 PF00231 3.6.3.14 GO:0046961 GO:0046933 GO:0045261 GO:0015986 K02136 KOG1531,PANTHER PANTHER PFAM EC GO GO GO GO KEGGORTH KOG,"ATP SYNTHASE GAMMA CHAIN ATP SYNTHASE GAMMA SUBUNIT ATP synthase H(+)-transporting two-sector ATPase. proton-transporting ATPase activity, rotational mechanism proton-transporting ATP synthase activity, rotational mechanism proton-transporting ATP synthase complex, catalytic core F(1) ATP synthesis coupled proton transport F-type H+-transporting ATPase subunit gamma [EC:3.6.3.14] F0F1-type ATP synthase, gamma subunit"
Mapoly0062s0086,GO:0005524 KOG0055 GO:0016021 PF00664 GO:0016887 GO:0006810 GO:0055085 GO:0042626 PTHR24221:SF138 PTHR24221 PF00005,GO KOG GO PFAM GO GO GO GO PANTHER PANTHER PFAM,"ATP binding Multidrug/pheromone exporter, ABC superfamily integral to membrane ABC transporter transmembrane region ATPase activity transport transmembrane transport ATPase activity, coupled to transmembrane movement of substances nan FAMILY NOT NAMED ABC transporter"
Mapoly0062s0088,GO:0008915 PTHR30372 PTHR30372:SF1 PF02684 GO:0009245,GO PANTHER PANTHER PFAM GO,lipid-A-disaccharide synthase activity LIPID-A-DISACCHARIDE SYNTHASE nan Lipid-A-disaccharide synthetase lipid A biosynthetic process
Mapoly0062s0089,GO:0005515 PTHR22847 KOG4532 PTHR22847:SF396 PF00400,GO PANTHER KOG PANTHER PFAM,"protein binding WD40 REPEAT PROTEIN WD40-like repeat containing protein nan WD domain, G-beta repeat"
Mapoly0062s0090,KOG4172 PF06803 PTHR22894 PF13920,KOG PFAM PANTHER PFAM,"Predicted E3 ubiquitin ligase Protein of unknown function (DUF1232) UNCHARACTERIZED Zinc finger, C3HC4 type (RING finger)"
Mapoly0062s0092,PTHR12801:SF51 PF00929 K14570 3.1.-.- PTHR12801 KOG2249,PANTHER PFAM KEGGORTH EC PANTHER KOG,nan Exonuclease RNA exonuclease 1 [EC:3.1.-.-] Acting on ester bonds. EXONUCLEASE 3'-5' exonuclease
Mapoly0062s0093,PTHR12801:SF51 PF00929 PTHR12801,PANTHER PFAM PANTHER,nan Exonuclease EXONUCLEASE
Mapoly0062s0094,PF04140 GO:0016021 K00587 PTHR12714 2.1.1.100 GO:0006481 KOG2628 GO:0004671,PFAM GO KEGGORTH PANTHER EC GO KOG GO,Isoprenylcysteine carboxyl methyltransferase (ICMT) family integral to membrane protein-S-isoprenylcysteine O-methyltransferase [EC:2.1.1.100] PROTEIN-S ISOPRENYLCYSTEINE O-METHYLTRANSFERASE Protein-S-isoprenylcysteine O-methyltransferase. C-terminal protein methylation Farnesyl cysteine-carboxyl methyltransferase protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity
Mapoly0062s0096,K07019 PTHR10794 PF12697 KOG1838,KEGGORTH PANTHER PFAM KOG,putative glutamine amidotransferase ABHYDROLASE DOMAIN-CONTAINING PROTEIN Alpha/beta hydrolase family Alpha/beta hydrolase
Mapoly0062s0097,GO:0005515 PTHR19957 PTHR19957:SF80 PF05739,GO PANTHER PANTHER PFAM,protein binding SYNTAXIN nan SNARE domain
Mapoly0062s0098,PF09229 GO:0051087 PTHR13009 GO:0001671 PTHR13009:SF6,PFAM GO PANTHER GO PANTHER,"Activator of Hsp90 ATPase, N-terminal chaperone binding HEAT SHOCK PROTEIN 90 (HSP90) CO-CHAPERONE AHA-1 ATPase activator activity nan"
Mapoly0062s0099,PF14237,PFAM,Domain of unknown function (DUF4339)
Mapoly0062s0100,PF13847,PFAM,Methyltransferase domain
Mapoly0062s0101,PF03018 PTHR21495:SF39 PTHR21495,PFAM PANTHER PANTHER,Dirigent-like protein nan NUCLEOPORIN-RELATED
Mapoly0062s0104,PTHR22835:SF139 PF00657 PTHR22835 GO:0016788 GO:0006629,PANTHER PFAM PANTHER GO GO,"nan GDSL-like Lipase/Acylhydrolase ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN hydrolase activity, acting on ester bonds lipid metabolic process"
Mapoly0062s0108,GO:0005524 2.7.11.26 PF00069 KOG0658 GO:0004672 GO:0006468 PTHR24057 PTHR24057:SF3 K03083,GO EC PFAM KOG GO GO PANTHER PANTHER KEGGORTH,ATP binding [Tau protein] kinase. Protein kinase domain Glycogen synthase kinase-3 protein kinase activity protein phosphorylation GLYCOGEN SYNTHASE KINASE-3 ALPHA nan glycogen synthase kinase 3 beta [EC:2.7.11.26]
Mapoly0062s0112,PTHR13255:SF0 PTHR13255 PF09759,PANTHER PANTHER PFAM,SUBFAMILY NOT NAMED ATAXIN-10 Spinocerebellar ataxia type 10 protein domain
Mapoly0062s0114,KOG1187 PF07714 GO:0004672 GO:0006468 PTHR24420:SF657 PTHR24420,KOG PFAM GO GO PANTHER PANTHER,Serine/threonine protein kinase Protein tyrosine kinase protein kinase activity protein phosphorylation nan LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE
